project,article,granularity,timestamp,access,agent,views,date,title
en.wikipedia,King_the_Land,daily,2023071600,all-access,user,31233,2023-07-16,King the Land
en.wikipedia,King_the_Land,daily,2023071700,all-access,user,26963,2023-07-17,King the Land
en.wikipedia,King_the_Land,daily,2023071800,all-access,user,19278,2023-07-18,King the Land
en.wikipedia,King_the_Land,daily,2023071900,all-access,user,16323,2023-07-19,King the Land
en.wikipedia,King_the_Land,daily,2023072000,all-access,user,14739,2023-07-20,King the Land
en.wikipedia,King_the_Land,daily,2023072100,all-access,user,14599,2023-07-21,King the Land
en.wikipedia,King_the_Land,daily,2023072200,all-access,user,18972,2023-07-22,King the Land
en.wikipedia,King_the_Land,daily,2023072300,all-access,user,31076,2023-07-23,King the Land
en.wikipedia,King_the_Land,daily,2023072400,all-access,user,27091,2023-07-24,King the Land
en.wikipedia,King_the_Land,daily,2023072500,all-access,user,18207,2023-07-25,King the Land
en.wikipedia,King_the_Land,daily,2023072600,all-access,user,15508,2023-07-26,King the Land
en.wikipedia,King_the_Land,daily,2023072700,all-access,user,14040,2023-07-27,King the Land
en.wikipedia,King_the_Land,daily,2023072800,all-access,user,13847,2023-07-28,King the Land
en.wikipedia,King_the_Land,daily,2023072900,all-access,user,19241,2023-07-29,King the Land
en.wikipedia,King_the_Land,daily,2023073000,all-access,user,27329,2023-07-30,King the Land
en.wikipedia,King_the_Land,daily,2023073100,all-access,user,23064,2023-07-31,King the Land
en.wikipedia,King_the_Land,daily,2023080100,all-access,user,16745,2023-08-01,King the Land
en.wikipedia,King_the_Land,daily,2023080200,all-access,user,14230,2023-08-02,King the Land
en.wikipedia,King_the_Land,daily,2023080300,all-access,user,13939,2023-08-03,King the Land
en.wikipedia,King_the_Land,daily,2023080400,all-access,user,13869,2023-08-04,King the Land
en.wikipedia,King_the_Land,daily,2023080500,all-access,user,21052,2023-08-05,King the Land
en.wikipedia,King_the_Land,daily,2023080600,all-access,user,34691,2023-08-06,King the Land
en.wikipedia,King_the_Land,daily,2023080700,all-access,user,29063,2023-08-07,King the Land
en.wikipedia,King_the_Land,daily,2023080800,all-access,user,17588,2023-08-08,King the Land
en.wikipedia,King_the_Land,daily,2023080900,all-access,user,15120,2023-08-09,King the Land
en.wikipedia,King_the_Land,daily,2023081000,all-access,user,13258,2023-08-10,King the Land
en.wikipedia,King_the_Land,daily,2023081100,all-access,user,11608,2023-08-11,King the Land
en.wikipedia,King_the_Land,daily,2023081200,all-access,user,11205,2023-08-12,King the Land
en.wikipedia,King_the_Land,daily,2023081300,all-access,user,11424,2023-08-13,King the Land
en.wikipedia,King_the_Land,daily,2023081400,all-access,user,10069,2023-08-14,King the Land
en.wikipedia,King_the_Land,daily,2023081500,all-access,user,9268,2023-08-15,King the Land
en.wikipedia,King_the_Land,daily,2023081600,all-access,user,8746,2023-08-16,King the Land
en.wikipedia,King_the_Land,daily,2023081700,all-access,user,8298,2023-08-17,King the Land
en.wikipedia,King_the_Land,daily,2023081800,all-access,user,8236,2023-08-18,King the Land
en.wikipedia,King_the_Land,daily,2023081900,all-access,user,8843,2023-08-19,King the Land
en.wikipedia,King_the_Land,daily,2023082000,all-access,user,8976,2023-08-20,King the Land
en.wikipedia,King_the_Land,daily,2023082100,all-access,user,7840,2023-08-21,King the Land
en.wikipedia,King_the_Land,daily,2023082200,all-access,user,7028,2023-08-22,King the Land
en.wikipedia,King_the_Land,daily,2023082300,all-access,user,7058,2023-08-23,King the Land
en.wikipedia,King_the_Land,daily,2023082400,all-access,user,6978,2023-08-24,King the Land
en.wikipedia,King_the_Land,daily,2023082500,all-access,user,6843,2023-08-25,King the Land
en.wikipedia,King_the_Land,daily,2023082600,all-access,user,7436,2023-08-26,King the Land
en.wikipedia,King_the_Land,daily,2023082700,all-access,user,7400,2023-08-27,King the Land
en.wikipedia,King_the_Land,daily,2023082800,all-access,user,6875,2023-08-28,King the Land
en.wikipedia,King_the_Land,daily,2023082900,all-access,user,6049,2023-08-29,King the Land
en.wikipedia,King_the_Land,daily,2023083000,all-access,user,5865,2023-08-30,King the Land
en.wikipedia,King_the_Land,daily,2023083100,all-access,user,5943,2023-08-31,King the Land
en.wikipedia,King_the_Land,daily,2023090100,all-access,user,5616,2023-09-01,King the Land
en.wikipedia,King_the_Land,daily,2023090200,all-access,user,5773,2023-09-02,King the Land
en.wikipedia,King_the_Land,daily,2023090300,all-access,user,6141,2023-09-03,King the Land
en.wikipedia,King_the_Land,daily,2023090400,all-access,user,5468,2023-09-04,King the Land
en.wikipedia,King_the_Land,daily,2023090500,all-access,user,5111,2023-09-05,King the Land
en.wikipedia,King_the_Land,daily,2023090600,all-access,user,4728,2023-09-06,King the Land
en.wikipedia,King_the_Land,daily,2023090700,all-access,user,4489,2023-09-07,King the Land
en.wikipedia,King_the_Land,daily,2023090800,all-access,user,4513,2023-09-08,King the Land
en.wikipedia,King_the_Land,daily,2023090900,all-access,user,4924,2023-09-09,King the Land
en.wikipedia,King_the_Land,daily,2023091000,all-access,user,5178,2023-09-10,King the Land
en.wikipedia,King_the_Land,daily,2023091100,all-access,user,4596,2023-09-11,King the Land
en.wikipedia,King_the_Land,daily,2023091200,all-access,user,4373,2023-09-12,King the Land
en.wikipedia,King_the_Land,daily,2023091300,all-access,user,4111,2023-09-13,King the Land
en.wikipedia,King_the_Land,daily,2023091400,all-access,user,4230,2023-09-14,King the Land
en.wikipedia,King_the_Land,daily,2023091500,all-access,user,4116,2023-09-15,King the Land
en.wikipedia,King_the_Land,daily,2023091600,all-access,user,4699,2023-09-16,King the Land
en.wikipedia,King_the_Land,daily,2023091700,all-access,user,4860,2023-09-17,King the Land
en.wikipedia,King_the_Land,daily,2023091800,all-access,user,4377,2023-09-18,King the Land
en.wikipedia,King_the_Land,daily,2023091900,all-access,user,4189,2023-09-19,King the Land
en.wikipedia,King_the_Land,daily,2023092000,all-access,user,3957,2023-09-20,King the Land
en.wikipedia,King_the_Land,daily,2023092100,all-access,user,3992,2023-09-21,King the Land
en.wikipedia,King_the_Land,daily,2023092200,all-access,user,3786,2023-09-22,King the Land
en.wikipedia,King_the_Land,daily,2023092300,all-access,user,4164,2023-09-23,King the Land
en.wikipedia,King_the_Land,daily,2023092400,all-access,user,4329,2023-09-24,King the Land
en.wikipedia,King_the_Land,daily,2023092500,all-access,user,3689,2023-09-25,King the Land
en.wikipedia,King_the_Land,daily,2023092600,all-access,user,3465,2023-09-26,King the Land
en.wikipedia,King_the_Land,daily,2023092700,all-access,user,3198,2023-09-27,King the Land
en.wikipedia,King_the_Land,daily,2023092800,all-access,user,3341,2023-09-28,King the Land
en.wikipedia,King_the_Land,daily,2023092900,all-access,user,3170,2023-09-29,King the Land
en.wikipedia,King_the_Land,daily,2023093000,all-access,user,3372,2023-09-30,King the Land
en.wikipedia,King_the_Land,daily,2023100100,all-access,user,3455,2023-10-01,King the Land
en.wikipedia,King_the_Land,daily,2023100200,all-access,user,3180,2023-10-02,King the Land
en.wikipedia,King_the_Land,daily,2023100300,all-access,user,3070,2023-10-03,King the Land
en.wikipedia,King_the_Land,daily,2023100400,all-access,user,2735,2023-10-04,King the Land
en.wikipedia,King_the_Land,daily,2023100500,all-access,user,2765,2023-10-05,King the Land
en.wikipedia,King_the_Land,daily,2023100600,all-access,user,2601,2023-10-06,King the Land
en.wikipedia,King_the_Land,daily,2023100700,all-access,user,2761,2023-10-07,King the Land
en.wikipedia,King_the_Land,daily,2023100800,all-access,user,2956,2023-10-08,King the Land
en.wikipedia,King_the_Land,daily,2023100900,all-access,user,2826,2023-10-09,King the Land
en.wikipedia,King_the_Land,daily,2023101000,all-access,user,2543,2023-10-10,King the Land
en.wikipedia,King_the_Land,daily,2023101100,all-access,user,2544,2023-10-11,King the Land
en.wikipedia,King_the_Land,daily,2023101200,all-access,user,2741,2023-10-12,King the Land
en.wikipedia,King_the_Land,daily,2023101300,all-access,user,2915,2023-10-13,King the Land
en.wikipedia,King_the_Land,daily,2023101400,all-access,user,3711,2023-10-14,King the Land
en.wikipedia,King_the_Land,daily,2023101500,all-access,user,3881,2023-10-15,King the Land
en.wikipedia,King_the_Land,daily,2023101600,all-access,user,3420,2023-10-16,King the Land
en.wikipedia,King_the_Land,daily,2023101700,all-access,user,2915,2023-10-17,King the Land
en.wikipedia,King_the_Land,daily,2023101800,all-access,user,2764,2023-10-18,King the Land
en.wikipedia,King_the_Land,daily,2023101900,all-access,user,2671,2023-10-19,King the Land
en.wikipedia,King_the_Land,daily,2023102000,all-access,user,2750,2023-10-20,King the Land
en.wikipedia,King_the_Land,daily,2023102100,all-access,user,2936,2023-10-21,King the Land
en.wikipedia,King_the_Land,daily,2023102200,all-access,user,3063,2023-10-22,King the Land
en.wikipedia,King_the_Land,daily,2023102300,all-access,user,2784,2023-10-23,King the Land
en.wikipedia,King_the_Land,daily,2023102400,all-access,user,2607,2023-10-24,King the Land
en.wikipedia,King_the_Land,daily,2023102500,all-access,user,2513,2023-10-25,King the Land
en.wikipedia,King_the_Land,daily,2023102600,all-access,user,2699,2023-10-26,King the Land
en.wikipedia,King_the_Land,daily,2023102700,all-access,user,2629,2023-10-27,King the Land
en.wikipedia,King_the_Land,daily,2023102800,all-access,user,2637,2023-10-28,King the Land
en.wikipedia,King_the_Land,daily,2023102900,all-access,user,2701,2023-10-29,King the Land
en.wikipedia,King_the_Land,daily,2023103000,all-access,user,2540,2023-10-30,King the Land
en.wikipedia,King_the_Land,daily,2023103100,all-access,user,2297,2023-10-31,King the Land
en.wikipedia,King_the_Land,daily,2023110100,all-access,user,2314,2023-11-01,King the Land
en.wikipedia,King_the_Land,daily,2023110200,all-access,user,2393,2023-11-02,King the Land
en.wikipedia,King_the_Land,daily,2023110300,all-access,user,2430,2023-11-03,King the Land
en.wikipedia,King_the_Land,daily,2023110400,all-access,user,2606,2023-11-04,King the Land
en.wikipedia,King_the_Land,daily,2023110500,all-access,user,2643,2023-11-05,King the Land
en.wikipedia,King_the_Land,daily,2023110600,all-access,user,2460,2023-11-06,King the Land
en.wikipedia,King_the_Land,daily,2023110700,all-access,user,2211,2023-11-07,King the Land
en.wikipedia,King_the_Land,daily,2023110800,all-access,user,2216,2023-11-08,King the Land
en.wikipedia,King_the_Land,daily,2023110900,all-access,user,2065,2023-11-09,King the Land
en.wikipedia,King_the_Land,daily,2023111000,all-access,user,2183,2023-11-10,King the Land
en.wikipedia,King_the_Land,daily,2023111100,all-access,user,2393,2023-11-11,King the Land
en.wikipedia,King_the_Land,daily,2023111200,all-access,user,2544,2023-11-12,King the Land
en.wikipedia,King_the_Land,daily,2023111300,all-access,user,2380,2023-11-13,King the Land
en.wikipedia,King_the_Land,daily,2023111400,all-access,user,2251,2023-11-14,King the Land
en.wikipedia,King_the_Land,daily,2023111500,all-access,user,1930,2023-11-15,King the Land
en.wikipedia,King_the_Land,daily,2023111600,all-access,user,2059,2023-11-16,King the Land
en.wikipedia,King_the_Land,daily,2023111700,all-access,user,2057,2023-11-17,King the Land
en.wikipedia,King_the_Land,daily,2023111800,all-access,user,2346,2023-11-18,King the Land
en.wikipedia,King_the_Land,daily,2023111900,all-access,user,2492,2023-11-19,King the Land
en.wikipedia,King_the_Land,daily,2023112000,all-access,user,2272,2023-11-20,King the Land
en.wikipedia,King_the_Land,daily,2023112100,all-access,user,2104,2023-11-21,King the Land
en.wikipedia,King_the_Land,daily,2023112200,all-access,user,2238,2023-11-22,King the Land
en.wikipedia,King_the_Land,daily,2023112300,all-access,user,2086,2023-11-23,King the Land
en.wikipedia,King_the_Land,daily,2023112400,all-access,user,2044,2023-11-24,King the Land
en.wikipedia,King_the_Land,daily,2023112500,all-access,user,2552,2023-11-25,King the Land
en.wikipedia,King_the_Land,daily,2023112600,all-access,user,2635,2023-11-26,King the Land
en.wikipedia,King_the_Land,daily,2023112700,all-access,user,2307,2023-11-27,King the Land
en.wikipedia,King_the_Land,daily,2023112800,all-access,user,2106,2023-11-28,King the Land
en.wikipedia,King_the_Land,daily,2023112900,all-access,user,2287,2023-11-29,King the Land
en.wikipedia,King_the_Land,daily,2023113000,all-access,user,2111,2023-11-30,King the Land
en.wikipedia,King_the_Land,daily,2023120100,all-access,user,2024,2023-12-01,King the Land
en.wikipedia,King_the_Land,daily,2023120200,all-access,user,2175,2023-12-02,King the Land
en.wikipedia,King_the_Land,daily,2023120300,all-access,user,2469,2023-12-03,King the Land
en.wikipedia,King_the_Land,daily,2023120400,all-access,user,2061,2023-12-04,King the Land
en.wikipedia,King_the_Land,daily,2023120500,all-access,user,1955,2023-12-05,King the Land
en.wikipedia,King_the_Land,daily,2023120600,all-access,user,1918,2023-12-06,King the Land
en.wikipedia,King_the_Land,daily,2023120700,all-access,user,1848,2023-12-07,King the Land
en.wikipedia,King_the_Land,daily,2023120800,all-access,user,1922,2023-12-08,King the Land
en.wikipedia,King_the_Land,daily,2023120900,all-access,user,2079,2023-12-09,King the Land
en.wikipedia,King_the_Land,daily,2023121000,all-access,user,2354,2023-12-10,King the Land
en.wikipedia,King_the_Land,daily,2023121100,all-access,user,2285,2023-12-11,King the Land
en.wikipedia,King_the_Land,daily,2023121200,all-access,user,2042,2023-12-12,King the Land
en.wikipedia,King_the_Land,daily,2023121300,all-access,user,2075,2023-12-13,King the Land
en.wikipedia,King_the_Land,daily,2023121400,all-access,user,2338,2023-12-14,King the Land
en.wikipedia,King_the_Land,daily,2023121500,all-access,user,2110,2023-12-15,King the Land
en.wikipedia,King_the_Land,daily,2023121600,all-access,user,2284,2023-12-16,King the Land
en.wikipedia,King_the_Land,daily,2023121700,all-access,user,2478,2023-12-17,King the Land
en.wikipedia,King_the_Land,daily,2023121800,all-access,user,2426,2023-12-18,King the Land
en.wikipedia,King_the_Land,daily,2023121900,all-access,user,2330,2023-12-19,King the Land
en.wikipedia,King_the_Land,daily,2023122000,all-access,user,2105,2023-12-20,King the Land
en.wikipedia,King_the_Land,daily,2023122100,all-access,user,2133,2023-12-21,King the Land
en.wikipedia,King_the_Land,daily,2023122200,all-access,user,1995,2023-12-22,King the Land
en.wikipedia,King_the_Land,daily,2023122300,all-access,user,2019,2023-12-23,King the Land
en.wikipedia,King_the_Land,daily,2023122400,all-access,user,1988,2023-12-24,King the Land
en.wikipedia,King_the_Land,daily,2023122500,all-access,user,2294,2023-12-25,King the Land
en.wikipedia,King_the_Land,daily,2023122600,all-access,user,2578,2023-12-26,King the Land
en.wikipedia,King_the_Land,daily,2023122700,all-access,user,2411,2023-12-27,King the Land
en.wikipedia,King_the_Land,daily,2023122800,all-access,user,2369,2023-12-28,King the Land
en.wikipedia,King_the_Land,daily,2023122900,all-access,user,2505,2023-12-29,King the Land
en.wikipedia,King_the_Land,daily,2023123000,all-access,user,3015,2023-12-30,King the Land
en.wikipedia,King_the_Land,daily,2023123100,all-access,user,3016,2023-12-31,King the Land
en.wikipedia,King_the_Land,daily,2024010100,all-access,user,2971,2024-01-01,King the Land
en.wikipedia,King_the_Land,daily,2024010200,all-access,user,2883,2024-01-02,King the Land
en.wikipedia,King_the_Land,daily,2024010300,all-access,user,2684,2024-01-03,King the Land
en.wikipedia,King_the_Land,daily,2024010400,all-access,user,2576,2024-01-04,King the Land
en.wikipedia,King_the_Land,daily,2024010500,all-access,user,2366,2024-01-05,King the Land
en.wikipedia,King_the_Land,daily,2024010600,all-access,user,2523,2024-01-06,King the Land
en.wikipedia,King_the_Land,daily,2024010700,all-access,user,2476,2024-01-07,King the Land
en.wikipedia,King_the_Land,daily,2024010800,all-access,user,2134,2024-01-08,King the Land
en.wikipedia,King_the_Land,daily,2024010900,all-access,user,2210,2024-01-09,King the Land
en.wikipedia,King_the_Land,daily,2024011000,all-access,user,2272,2024-01-10,King the Land
en.wikipedia,King_the_Land,daily,2024011100,all-access,user,2225,2024-01-11,King the Land
en.wikipedia,King_the_Land,daily,2024011200,all-access,user,2130,2024-01-12,King the Land
en.wikipedia,King_the_Land,daily,2024011300,all-access,user,2364,2024-01-13,King the Land
en.wikipedia,King_the_Land,daily,2024011400,all-access,user,2445,2024-01-14,King the Land
en.wikipedia,King_the_Land,daily,2024011500,all-access,user,2532,2024-01-15,King the Land
en.wikipedia,King_the_Land,daily,2024011600,all-access,user,2334,2024-01-16,King the Land
en.wikipedia,King_the_Land,daily,2024011700,all-access,user,2174,2024-01-17,King the Land
en.wikipedia,King_the_Land,daily,2024011800,all-access,user,2128,2024-01-18,King the Land
en.wikipedia,King_the_Land,daily,2024011900,all-access,user,2119,2024-01-19,King the Land
en.wikipedia,King_the_Land,daily,2024012000,all-access,user,2314,2024-01-20,King the Land
en.wikipedia,King_the_Land,daily,2024012100,all-access,user,2441,2024-01-21,King the Land
en.wikipedia,King_the_Land,daily,2024012200,all-access,user,2236,2024-01-22,King the Land
en.wikipedia,King_the_Land,daily,2024012300,all-access,user,2156,2024-01-23,King the Land
en.wikipedia,King_the_Land,daily,2024012400,all-access,user,2017,2024-01-24,King the Land
en.wikipedia,King_the_Land,daily,2024012500,all-access,user,1969,2024-01-25,King the Land
en.wikipedia,King_the_Land,daily,2024012600,all-access,user,1967,2024-01-26,King the Land
en.wikipedia,King_the_Land,daily,2024012700,all-access,user,2234,2024-01-27,King the Land
en.wikipedia,King_the_Land,daily,2024012800,all-access,user,2466,2024-01-28,King the Land
en.wikipedia,King_the_Land,daily,2024012900,all-access,user,2159,2024-01-29,King the Land
en.wikipedia,King_the_Land,daily,2024013000,all-access,user,2208,2024-01-30,King the Land
en.wikipedia,King_the_Land,daily,2024013100,all-access,user,2048,2024-01-31,King the Land
en.wikipedia,King_the_Land,daily,2024020100,all-access,user,1934,2024-02-01,King the Land
en.wikipedia,King_the_Land,daily,2024020200,all-access,user,2136,2024-02-02,King the Land
en.wikipedia,King_the_Land,daily,2024020300,all-access,user,2315,2024-02-03,King the Land
en.wikipedia,King_the_Land,daily,2024020400,all-access,user,2268,2024-02-04,King the Land
en.wikipedia,King_the_Land,daily,2024020500,all-access,user,2124,2024-02-05,King the Land
en.wikipedia,King_the_Land,daily,2024020600,all-access,user,1813,2024-02-06,King the Land
en.wikipedia,King_the_Land,daily,2024020700,all-access,user,1737,2024-02-07,King the Land
en.wikipedia,King_the_Land,daily,2024020800,all-access,user,1765,2024-02-08,King the Land
en.wikipedia,King_the_Land,daily,2024020900,all-access,user,1874,2024-02-09,King the Land
en.wikipedia,King_the_Land,daily,2024021000,all-access,user,1999,2024-02-10,King the Land
en.wikipedia,King_the_Land,daily,2024021100,all-access,user,2053,2024-02-11,King the Land
en.wikipedia,King_the_Land,daily,2024021200,all-access,user,1840,2024-02-12,King the Land
en.wikipedia,King_the_Land,daily,2024021300,all-access,user,1775,2024-02-13,King the Land
en.wikipedia,King_the_Land,daily,2024021400,all-access,user,1574,2024-02-14,King the Land
en.wikipedia,King_the_Land,daily,2024021500,all-access,user,1518,2024-02-15,King the Land
en.wikipedia,King_the_Land,daily,2024021600,all-access,user,1580,2024-02-16,King the Land
en.wikipedia,King_the_Land,daily,2024021700,all-access,user,1726,2024-02-17,King the Land
en.wikipedia,King_the_Land,daily,2024021800,all-access,user,1946,2024-02-18,King the Land
en.wikipedia,King_the_Land,daily,2024021900,all-access,user,1685,2024-02-19,King the Land
en.wikipedia,King_the_Land,daily,2024022000,all-access,user,1569,2024-02-20,King the Land
en.wikipedia,King_the_Land,daily,2024022100,all-access,user,1649,2024-02-21,King the Land
en.wikipedia,King_the_Land,daily,2024022200,all-access,user,1527,2024-02-22,King the Land
en.wikipedia,King_the_Land,daily,2024022300,all-access,user,1514,2024-02-23,King the Land
en.wikipedia,King_the_Land,daily,2024022400,all-access,user,1689,2024-02-24,King the Land
en.wikipedia,King_the_Land,daily,2024022500,all-access,user,1676,2024-02-25,King the Land
en.wikipedia,King_the_Land,daily,2024022600,all-access,user,1599,2024-02-26,King the Land
en.wikipedia,King_the_Land,daily,2024022700,all-access,user,1513,2024-02-27,King the Land
en.wikipedia,King_the_Land,daily,2024022800,all-access,user,1517,2024-02-28,King the Land
en.wikipedia,King_the_Land,daily,2024022900,all-access,user,1521,2024-02-29,King the Land
en.wikipedia,King_the_Land,daily,2024030100,all-access,user,1489,2024-03-01,King the Land
en.wikipedia,King_the_Land,daily,2024030200,all-access,user,1590,2024-03-02,King the Land
en.wikipedia,King_the_Land,daily,2024030300,all-access,user,1763,2024-03-03,King the Land
en.wikipedia,King_the_Land,daily,2024030400,all-access,user,1679,2024-03-04,King the Land
en.wikipedia,King_the_Land,daily,2024030500,all-access,user,1709,2024-03-05,King the Land
en.wikipedia,King_the_Land,daily,2024030600,all-access,user,1681,2024-03-06,King the Land
en.wikipedia,King_the_Land,daily,2024030700,all-access,user,1654,2024-03-07,King the Land
en.wikipedia,King_the_Land,daily,2024030800,all-access,user,1487,2024-03-08,King the Land
en.wikipedia,King_the_Land,daily,2024030900,all-access,user,1732,2024-03-09,King the Land
en.wikipedia,King_the_Land,daily,2024031000,all-access,user,2160,2024-03-10,King the Land
en.wikipedia,King_the_Land,daily,2024031100,all-access,user,1727,2024-03-11,King the Land
en.wikipedia,King_the_Land,daily,2024031200,all-access,user,1562,2024-03-12,King the Land
en.wikipedia,King_the_Land,daily,2024031300,all-access,user,1510,2024-03-13,King the Land
en.wikipedia,King_the_Land,daily,2024031400,all-access,user,1525,2024-03-14,King the Land
en.wikipedia,King_the_Land,daily,2024031500,all-access,user,1431,2024-03-15,King the Land
en.wikipedia,King_the_Land,daily,2024031600,all-access,user,1588,2024-03-16,King the Land
en.wikipedia,King_the_Land,daily,2024031700,all-access,user,1869,2024-03-17,King the Land
en.wikipedia,King_the_Land,daily,2024031800,all-access,user,1800,2024-03-18,King the Land
en.wikipedia,King_the_Land,daily,2024031900,all-access,user,1604,2024-03-19,King the Land
en.wikipedia,King_the_Land,daily,2024032000,all-access,user,1539,2024-03-20,King the Land
en.wikipedia,King_the_Land,daily,2024032100,all-access,user,1514,2024-03-21,King the Land
en.wikipedia,King_the_Land,daily,2024032200,all-access,user,1487,2024-03-22,King the Land
en.wikipedia,King_the_Land,daily,2024032300,all-access,user,1526,2024-03-23,King the Land
en.wikipedia,King_the_Land,daily,2024032400,all-access,user,1730,2024-03-24,King the Land
en.wikipedia,King_the_Land,daily,2024032500,all-access,user,1646,2024-03-25,King the Land
en.wikipedia,King_the_Land,daily,2024032600,all-access,user,1543,2024-03-26,King the Land
en.wikipedia,King_the_Land,daily,2024032700,all-access,user,1504,2024-03-27,King the Land
en.wikipedia,King_the_Land,daily,2024032800,all-access,user,1507,2024-03-28,King the Land
en.wikipedia,King_the_Land,daily,2024032900,all-access,user,1487,2024-03-29,King the Land
en.wikipedia,King_the_Land,daily,2024033000,all-access,user,1450,2024-03-30,King the Land
en.wikipedia,King_the_Land,daily,2024033100,all-access,user,1618,2024-03-31,King the Land
en.wikipedia,King_the_Land,daily,2024040100,all-access,user,1616,2024-04-01,King the Land
en.wikipedia,King_the_Land,daily,2024040200,all-access,user,1413,2024-04-02,King the Land
en.wikipedia,King_the_Land,daily,2024040300,all-access,user,1405,2024-04-03,King the Land
en.wikipedia,King_the_Land,daily,2024040400,all-access,user,1483,2024-04-04,King the Land
en.wikipedia,King_the_Land,daily,2024040500,all-access,user,1429,2024-04-05,King the Land
en.wikipedia,King_the_Land,daily,2024040600,all-access,user,1547,2024-04-06,King the Land
en.wikipedia,King_the_Land,daily,2024040700,all-access,user,1734,2024-04-07,King the Land
en.wikipedia,King_the_Land,daily,2024040800,all-access,user,1685,2024-04-08,King the Land
en.wikipedia,King_the_Land,daily,2024040900,all-access,user,1614,2024-04-09,King the Land
en.wikipedia,King_the_Land,daily,2024041000,all-access,user,1511,2024-04-10,King the Land
en.wikipedia,King_the_Land,daily,2024041100,all-access,user,1446,2024-04-11,King the Land
en.wikipedia,King_the_Land,daily,2024041200,all-access,user,1411,2024-04-12,King the Land
en.wikipedia,King_the_Land,daily,2024041300,all-access,user,1571,2024-04-13,King the Land
en.wikipedia,King_the_Land,daily,2024041400,all-access,user,1594,2024-04-14,King the Land
en.wikipedia,King_the_Land,daily,2024041500,all-access,user,1509,2024-04-15,King the Land
en.wikipedia,King_the_Land,daily,2024041600,all-access,user,1515,2024-04-16,King the Land
en.wikipedia,King_the_Land,daily,2024041700,all-access,user,1542,2024-04-17,King the Land
en.wikipedia,King_the_Land,daily,2024041800,all-access,user,1545,2024-04-18,King the Land
en.wikipedia,King_the_Land,daily,2024041900,all-access,user,1733,2024-04-19,King the Land
en.wikipedia,King_the_Land,daily,2024042000,all-access,user,1554,2024-04-20,King the Land
en.wikipedia,King_the_Land,daily,2024042100,all-access,user,1643,2024-04-21,King the Land
en.wikipedia,King_the_Land,daily,2024042200,all-access,user,1505,2024-04-22,King the Land
en.wikipedia,King_the_Land,daily,2024042300,all-access,user,1489,2024-04-23,King the Land
en.wikipedia,King_the_Land,daily,2024042400,all-access,user,1493,2024-04-24,King the Land
en.wikipedia,King_the_Land,daily,2024042500,all-access,user,1455,2024-04-25,King the Land
en.wikipedia,King_the_Land,daily,2024042600,all-access,user,1356,2024-04-26,King the Land
en.wikipedia,King_the_Land,daily,2024042700,all-access,user,1376,2024-04-27,King the Land
en.wikipedia,King_the_Land,daily,2024042800,all-access,user,1571,2024-04-28,King the Land
en.wikipedia,King_the_Land,daily,2024042900,all-access,user,1725,2024-04-29,King the Land
en.wikipedia,King_the_Land,daily,2024043000,all-access,user,1524,2024-04-30,King the Land
en.wikipedia,King_the_Land,daily,2024050100,all-access,user,1507,2024-05-01,King the Land
en.wikipedia,King_the_Land,daily,2024050200,all-access,user,1452,2024-05-02,King the Land
en.wikipedia,King_the_Land,daily,2024050300,all-access,user,1380,2024-05-03,King the Land
en.wikipedia,King_the_Land,daily,2024050400,all-access,user,1539,2024-05-04,King the Land
en.wikipedia,King_the_Land,daily,2024050500,all-access,user,1556,2024-05-05,King the Land
en.wikipedia,King_the_Land,daily,2024050600,all-access,user,1377,2024-05-06,King the Land
en.wikipedia,King_the_Land,daily,2024050700,all-access,user,1304,2024-05-07,King the Land
en.wikipedia,King_the_Land,daily,2024050800,all-access,user,1205,2024-05-08,King the Land
en.wikipedia,King_the_Land,daily,2024050900,all-access,user,1054,2024-05-09,King the Land
en.wikipedia,King_the_Land,daily,2024051000,all-access,user,1000,2024-05-10,King the Land
en.wikipedia,King_the_Land,daily,2024051100,all-access,user,1004,2024-05-11,King the Land
en.wikipedia,King_the_Land,daily,2024051200,all-access,user,1047,2024-05-12,King the Land
en.wikipedia,King_the_Land,daily,2024051300,all-access,user,919,2024-05-13,King the Land
en.wikipedia,King_the_Land,daily,2024051400,all-access,user,949,2024-05-14,King the Land
en.wikipedia,King_the_Land,daily,2024051500,all-access,user,972,2024-05-15,King the Land
en.wikipedia,King_the_Land,daily,2024051600,all-access,user,893,2024-05-16,King the Land
en.wikipedia,King_the_Land,daily,2024051700,all-access,user,887,2024-05-17,King the Land
en.wikipedia,King_the_Land,daily,2024051800,all-access,user,980,2024-05-18,King the Land
en.wikipedia,King_the_Land,daily,2024051900,all-access,user,988,2024-05-19,King the Land
en.wikipedia,King_the_Land,daily,2024052000,all-access,user,1253,2024-05-20,King the Land
en.wikipedia,King_the_Land,daily,2024052100,all-access,user,951,2024-05-21,King the Land
en.wikipedia,King_the_Land,daily,2024052200,all-access,user,969,2024-05-22,King the Land
en.wikipedia,King_the_Land,daily,2024052300,all-access,user,929,2024-05-23,King the Land
en.wikipedia,King_the_Land,daily,2024052400,all-access,user,932,2024-05-24,King the Land
en.wikipedia,King_the_Land,daily,2024052500,all-access,user,956,2024-05-25,King the Land
en.wikipedia,King_the_Land,daily,2024052600,all-access,user,1153,2024-05-26,King the Land
en.wikipedia,King_the_Land,daily,2024052700,all-access,user,1156,2024-05-27,King the Land
